office_branch,office_id,office,district,district_display,district_id,election_id,election_date,is_special,total_votes,blank_votes,all_other_votes,num_candidates,id_winner,name_winner,display_winner,city_town_winner,party_winner,id_incumbent,name_incumbent,display_incumbent,city_town_incumbent,party_incumbent,id_dem,name_dem,display_dem,city_town_dem,votes_dem,percent_dem,id_gop,name_gop,display_gop,city_town_gop,votes_gop,percent_gop,id_third_party,name_third_party,display_third_party,city_town_third_party,votes_third_party,percent_third_party,party_third_party,id_write_in,name_write_in,display_write_in,city_town_write_in,votes_write_in,percent_write_in,party_write_in,election_year,incumbent_status,dem_win,dem_margin,pres_elec,pvi_year,PVI_N,PVI
Legislative,8,State Representative,Fourteenth Middlesex,14th Middlesex,58804,126096,2014-11-04,FALSE,18043,1963,27,2,62817,Cory Atkins,Cory Atkins (D-Concord),Concord,Democratic,62817,Cory Atkins,Cory Atkins (D-Concord),Concord,Democratic,62817,Cory Atkins,Cory Atkins (D-Concord),Concord,12080,0.7525073195041425,NA,NA,NA,NA,NA,NA,78138,Kenneth William Van Tassell,Kenneth William Van Tassell (L-Chelmsford),Chelmsford,3973,0.24749268049585743,Libertarian,NA,NA,NA,NA,NA,NA,NA,2014,Dem_Incumbent,TRUE,50.501463900828504,FALSE,2012,11.040166130305174,D+11
Legislative,8,State Representative,Eighteenth Middlesex,18th Middlesex,58808,126292,2014-11-04,FALSE,6640,355,20,2,78100,Rady Mom,Rady Mom (D-Lowell),Lowell,Democratic,NA,NA,NA,NA,NA,78100,Rady Mom,Rady Mom (D-Lowell),Lowell,3867,0.6172386272944932,NA,NA,NA,NA,NA,NA,78162,Fred W. Bahou,Fred W. Bahou (U-Lowell),Lowell,2398,0.3827613727055068,Unenrolled,NA,NA,NA,NA,NA,NA,NA,2014,No_Incumbent,TRUE,23.44772545889864,FALSE,2012,18.311354920866545,D+18
Legislative,8,State Representative,Nineteenth Middlesex,19th Middlesex,58809,126330,2014-11-04,FALSE,16003,633,36,2,62824,James R. Miceli,James R. Miceli (D-Wilmington),Wilmington,Democratic,62824,James R. Miceli,James R. Miceli (D-Wilmington),Wilmington,Democratic,62824,James R. Miceli,James R. Miceli (D-Wilmington),Wilmington,10781,0.7030781270379549,74490,Douglas W. Sears,Douglas W. Sears (R-Tewksbury),Tewksbury,4553,0.29692187296204514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Dem_Incumbent,TRUE,40.615625407590976,FALSE,2012,-4.349352096354265,R+4
Legislative,8,State Representative,Twenty-First Middlesex,21st Middlesex,58811,126174,2014-11-04,FALSE,16395,829,14,2,74584,Kenneth I. Gordon,Kenneth I. Gordon (D-Bedford),Bedford,Democratic,74584,Kenneth I. Gordon,Kenneth I. Gordon (D-Bedford),Bedford,Democratic,74584,Kenneth I. Gordon,Kenneth I. Gordon (D-Bedford),Bedford,8129,0.5226980452674898,78025,"Paul Girouard, Jr","Paul Girouard, Jr (R-Burlington)",Burlington,7423,0.4773019547325103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Dem_Incumbent,TRUE,4.539609053497945,FALSE,2012,1.9088302573223803,D+2
Legislative,8,State Representative,Twenty-Third Middlesex,23rd Middlesex,58813,126140,2014-11-04,FALSE,19332,1264,8,2,62832,Sean Garballey,Sean Garballey (D-Arlington),Arlington,Democratic,62832,Sean Garballey,Sean Garballey (D-Arlington),Arlington,Democratic,62832,Sean Garballey,Sean Garballey (D-Arlington),Arlington,14018,0.7761904761904762,74567,Joseph J. Monju,Joseph J. Monju (R-Arlington),Arlington,4042,0.22380952380952385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Dem_Incumbent,TRUE,55.23809523809524,FALSE,2012,18.139140665848977,D+18
Legislative,8,State Representative,Twenty-Sixth Middlesex,26th Middlesex,58816,126234,2014-11-04,FALSE,11146,1048,37,2,62836,"Timothy J. Toomey, Jr.","Timothy J. Toomey, Jr. (D-Cambridge)",Cambridge,Democratic,62836,"Timothy J. Toomey, Jr.","Timothy J. Toomey, Jr. (D-Cambridge)",Cambridge,Democratic,62836,"Timothy J. Toomey, Jr.","Timothy J. Toomey, Jr. (D-Cambridge)",Cambridge,8789,0.8735712155849319,NA,NA,NA,NA,NA,NA,74599,Thomas Michael Vasconcelos,Thomas Michael Vasconcelos (U-Somerville),Somerville,1272,0.12642878441506808,Unenrolled,NA,NA,NA,NA,NA,NA,NA,2014,Dem_Incumbent,TRUE,74.71424311698638,FALSE,2012,32.56637712673302,D+33
Legislative,8,State Representative,Twenty-Seventh Middlesex,27th Middlesex,58817,126326,2014-11-04,FALSE,13450,1163,62,2,62837,Denise Provost,Denise Provost (D-Somerville),Somerville,Democratic,62837,Denise Provost,Denise Provost (D-Somerville),Somerville,Democratic,62837,Denise Provost,Denise Provost (D-Somerville),Somerville,10771,0.8810633946830266,NA,NA,NA,NA,NA,NA,78167,Noelani Kamelamela,Noelani Kamelamela (Other-Somerville),Somerville,1454,0.11893660531697342,Pirate,NA,NA,NA,NA,NA,NA,NA,2014,Dem_Incumbent,TRUE,76.21267893660533,FALSE,2012,32.64486599489842,D+33
Legislative,8,State Representative,Thirty-First Middlesex,31st Middlesex,58821,126329,2014-11-04,FALSE,19021,990,2,2,63046,Michael Seamus Day,Michael Seamus Day (D-Stoneham),Stoneham,Democratic,NA,NA,NA,NA,NA,63046,Michael Seamus Day,Michael Seamus Day (D-Stoneham),Stoneham,9270,0.5141716124022409,78126,Caroline Colarusso,Caroline Colarusso (R-Stoneham),Stoneham,8759,0.4858283875977591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,No_Incumbent,TRUE,2.8343224804481757,FALSE,2012,3.043005741413618,D+3
Legislative,8,State Representative,Thirty-Second Middlesex,32nd Middlesex,58822,126300,2014-11-04,FALSE,17919,1280,17,2,62847,Paul A. Brodeur,Paul A. Brodeur (D-Melrose),Melrose,Democratic,62847,Paul A. Brodeur,Paul A. Brodeur (D-Melrose),Melrose,Democratic,62847,Paul A. Brodeur,Paul A. Brodeur (D-Melrose),Melrose,10965,0.6596679099987968,78107,John P. Lock,John P. Lock (R-Wakefield),Wakefield,5657,0.34033209000120324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Dem_Incumbent,TRUE,31.933581999759355,FALSE,2012,6.277120141328152,D+6
Legislative,8,State Representative,Thirty-Third Middlesex,33rd Middlesex,58823,126301,2014-11-04,FALSE,9371,630,30,2,78109,Steven Ultrino,Steven Ultrino (D-Malden),Malden,Democratic,NA,NA,NA,NA,NA,78109,Steven Ultrino,Steven Ultrino (D-Malden),Malden,5801,0.665939616576742,NA,NA,NA,NA,NA,NA,78163,John P. Matheson,John P. Matheson (U-Malden),Malden,2910,0.33406038342325794,Unenrolled,NA,NA,NA,NA,NA,NA,NA,2014,No_Incumbent,TRUE,33.187923315348414,FALSE,2012,17.40690837499882,D+17
Legislative,8,State Representative,Thirty-Fourth Middlesex,34th Middlesex,58824,126307,2014-11-04,FALSE,11874,886,34,2,78112,Christine P. Barber,Christine P. Barber (D-Somerville),Somerville,Democratic,NA,NA,NA,NA,NA,78112,Christine P. Barber,Christine P. Barber (D-Somerville),Somerville,7043,0.6429614752601789,NA,NA,NA,NA,NA,NA,78165,Nicholas Lanzilli,Nicholas Lanzilli (U-Medford),Medford,3911,0.35703852473982106,Unenrolled,NA,NA,NA,NA,NA,NA,NA,2014,No_Incumbent,TRUE,28.592295052035784,FALSE,2012,24.55321494927537,D+25
Legislative,8,State Representative,Thirty-Sixth Middlesex,36th Middlesex,58826,126254,2014-11-04,FALSE,15151,562,0,2,62857,Colleen M. Garry,Colleen M. Garry (D-Dracut),Dracut,Democratic,62857,Colleen M. Garry,Colleen M. Garry (D-Dracut),Dracut,Democratic,62857,Colleen M. Garry,Colleen M. Garry (D-Dracut),Dracut,7840,0.5373911851394887,74607,Cathy Richardson,Cathy Richardson (R-Dracut),Dracut,6749,0.46260881486051136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Dem_Incumbent,TRUE,7.478237027897733,FALSE,2012,-5.74317554327598,R+6
Legislative,8,State Representative,Third Norfolk,3rd Norfolk,58830,126282,2014-11-04,FALSE,14253,1053,36,2,62867,Ronald Mariano,Ronald Mariano (D-Quincy),Quincy,Democratic,62867,Ronald Mariano,Ronald Mariano (D-Quincy),Quincy,Democratic,62867,Ronald Mariano,Ronald Mariano (D-Quincy),Quincy,8702,0.6610452749924035,78089,Patricia Kriegel,Patricia Kriegel (R-Quincy),Quincy,4462,0.3389547250075965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Dem_Incumbent,TRUE,32.2090549984807,FALSE,2012,4.21157356823948,D+4
Legislative,8,State Representative,Fourth Norfolk,4th Norfolk,58831,126281,2014-11-04,FALSE,15819,845,32,2,62869,James Michael Murphy,James Michael Murphy (D-Weymouth),Weymouth,Democratic,62869,James Michael Murphy,James Michael Murphy (D-Weymouth),Weymouth,Democratic,62869,James Michael Murphy,James Michael Murphy (D-Weymouth),Weymouth,8740,0.584928389773792,78088,Andrea E. Farretta,Andrea E. Farretta (R-Weymouth),Weymouth,6202,0.415071610226208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Dem_Incumbent,TRUE,16.985677954758405,FALSE,2012,0.9736731246807406,D+1
Legislative,8,State Representative,Ninth Norfolk,9th Norfolk,58836,124862,2014-01-07,TRUE,3151,3,1,3,77937,Shawn C. Dooley,Shawn C. Dooley (R-Norfolk),Norfolk,Republican,NA,NA,NA,NA,NA,63822,"Edward J. McCormick, III","Edward J. McCormick, III (D-Norfolk)",Norfolk,566,0.17985382904353353,77937,Shawn C. Dooley,Shawn C. Dooley (R-Norfolk),Norfolk,1922,0.6107403876707976,77957,Christopher G. Timson,Christopher G. Timson (U-Walpole),Walpole,659,0.2094057832856689,Unenrolled,NA,NA,NA,NA,NA,NA,NA,2014,No_Incumbent,FALSE,-43.08865586272641,FALSE,2012,-6.062408385898382,R+6
Legislative,8,State Representative,Twelfth Norfolk,12th Norfolk,58839,126316,2014-11-04,FALSE,16173,855,16,2,62882,John H. Rogers,John H. Rogers (D-Norwood),Norwood,Democratic,62882,John H. Rogers,John H. Rogers (D-Norwood),Norwood,Democratic,62882,John H. Rogers,John H. Rogers (D-Norwood),Norwood,8894,0.581231211606326,78118,Tim Hempton,Tim Hempton (R-Walpole),Walpole,6408,0.4187687883936741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Dem_Incumbent,TRUE,16.246242321265186,FALSE,2012,0.3335725575281389,EVEN
Legislative,8,State Representative,Fifteenth Norfolk,15th Norfolk,58842,126230,2014-11-04,FALSE,12618,1040,10,2,62891,Frank Israel Smizik,Frank Israel Smizik (D-Brookline),Brookline,Democratic,62891,Frank Israel Smizik,Frank Israel Smizik (D-Brookline),Brookline,Democratic,62891,Frank Israel Smizik,Frank Israel Smizik (D-Brookline),Brookline,9332,0.8067081604426003,78059,Curt Myers,Curt Myers (R-Brookline),Brookline,2236,0.19329183955739973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Dem_Incumbent,TRUE,61.34163208852006,FALSE,2012,29.13385613589305,D+29
Legislative,8,State Representative,First Plymouth,1st Plymouth,58843,126319,2014-11-04,FALSE,16346,945,77,2,78121,Mathew J. Muratore,Mathew J. Muratore (R-Plymouth),Plymouth,Republican,NA,NA,NA,NA,NA,70750,Stephen Michael Palmer,Stephen Michael Palmer (D-Plymouth),Plymouth,6097,0.39787261811537455,78121,Mathew J. Muratore,Mathew J. Muratore (R-Plymouth),Plymouth,9227,0.6021273818846254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,No_Incumbent,FALSE,-20.42547637692509,FALSE,2012,-1.0594773172026284,R+1
Legislative,8,State Representative,Fourth Plymouth,4th Plymouth,58846,126305,2014-11-04,FALSE,18470,463,3,2,62899,James M. Cantwell,James M. Cantwell (D-Marshfield),Marshfield,Democratic,62899,James M. Cantwell,James M. Cantwell (D-Marshfield),Marshfield,Democratic,62899,James M. Cantwell,James M. Cantwell (D-Marshfield),Marshfield,10560,0.5865363252610531,78111,James Anthony Pavlik,James Anthony Pavlik (R-Marshfield),Marshfield,7444,0.4134636747389469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Dem_Incumbent,TRUE,17.307265052210624,FALSE,2012,-3.810720670052242,R+4
Legislative,8,State Representative,Fifth Plymouth,5th Plymouth,58847,126276,2014-11-04,FALSE,17226,596,15,2,78083,David F. Decoste,David F. Decoste (R-Norwell),Norwell,Republican,62901,Rhonda L. Nyman,Rhonda L. Nyman (D-Hanover),Hanover,Democratic,62901,Rhonda L. Nyman,Rhonda L. Nyman (D-Hanover),Hanover,8283,0.49852542882937106,78083,David F. Decoste,David F. Decoste (R-Norwell),Norwell,8332,0.501474571170629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Dem_Incumbent,FALSE,-0.29491423412579265,FALSE,2012,-6.619197538389498,R+7
Legislative,8,State Representative,Sixth Plymouth,6th Plymouth,58848,126256,2014-11-04,FALSE,17165,368,9,2,62904,Josh S. Cutler,Josh S. Cutler (D-Duxbury),Duxbury,Democratic,62904,Josh S. Cutler,Josh S. Cutler (D-Duxbury),Duxbury,Democratic,62904,Josh S. Cutler,Josh S. Cutler (D-Duxbury),Duxbury,9035,0.5381820347867524,78071,Joseph Sheehan,Joseph Sheehan (R-Pembroke),Pembroke,7753,0.4618179652132476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Dem_Incumbent,TRUE,7.636406957350483,FALSE,2012,-5.667349865660593,R+6
Legislative,8,State Representative,Eighth Plymouth,8th Plymouth,58850,126224,2014-11-04,FALSE,13228,468,14,2,62908,Angelo L. D'Emilia,Angelo L. D'Emilia (R-Bridgewater),Bridgewater,Republican,62908,Angelo L. D'Emilia,Angelo L. D'Emilia (R-Bridgewater),Bridgewater,Republican,78053,Joseph R. Pacheco,Joseph R. Pacheco (D-Raynham),Raynham,5908,0.4635179664208379,62908,Angelo L. D'Emilia,Angelo L. D'Emilia (R-Bridgewater),Bridgewater,6838,0.5364820335791621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,GOP_Incumbent,FALSE,-7.296406715832421,FALSE,2012,-4.78696871932841,R+5
Legislative,8,State Representative,Tenth Plymouth,10th Plymouth,58852,126228,2014-11-04,FALSE,11748,538,1,3,78056,Michelle M. Dubois,Michelle M. Dubois (D-Brockton),Brockton,Democratic,NA,NA,NA,NA,NA,78056,Michelle M. Dubois,Michelle M. Dubois (D-Brockton),Brockton,5684,0.5070925149433491,62913,John F. Cruz,John F. Cruz (R-West Bridgewater),West Bridgewater,5233,0.4668569899188153,78158,Tyler Jay Prescott,Tyler Jay Prescott (U-Brockton),Brockton,292,0.02605049513783566,Unenrolled,NA,NA,NA,NA,NA,NA,NA,2014,No_Incumbent,TRUE,4.023552502453375,FALSE,2012,7.89884306717833,D+8
Legislative,8,State Representative,First Suffolk,1st Suffolk,58855,126199,2014-11-04,FALSE,7159,632,29,2,62919,Carlo P. Basile,Carlo P. Basile (D-Boston),Boston,Democratic,62919,Carlo P. Basile,Carlo P. Basile (D-Boston),Boston,Democratic,62919,Carlo P. Basile,Carlo P. Basile (D-Boston),Boston,4965,0.7640812557710065,NA,NA,NA,NA,NA,NA,78154,Celeste Ribeiro B. Myers,Celeste Ribeiro B. Myers (U-Boston),Boston,1533,0.23591874422899353,Unenrolled,NA,NA,NA,NA,NA,NA,NA,2014,Dem_Incumbent,TRUE,52.8162511542013,FALSE,2012,18.082524939135546,D+18
Legislative,8,State Representative,Fifth Suffolk,5th Suffolk,58859,126198,2014-11-04,FALSE,7880,1035,87,2,77958,Evandro C. Carvalho,Evandro C. Carvalho (D-Boston),Boston,Democratic,77958,Evandro C. Carvalho,Evandro C. Carvalho (D-Boston),Boston,Democratic,77958,Evandro C. Carvalho,Evandro C. Carvalho (D-Boston),Boston,6025,0.8915359573838414,78041,Claudette N. Joseph,Claudette N. Joseph (R-Boston),Boston,733,0.10846404261615862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Dem_Incumbent,TRUE,78.30719147676828,FALSE,2012,41.16310036778995,D+41
Legislative,8,State Representative,Sixteenth Suffolk,16th Suffolk,58870,124865,2014-04-01,TRUE,2356,5,16,2,77953,Roselee Vincent,Roselee Vincent (D-Revere),Revere,Democratic,NA,NA,NA,NA,NA,77953,Roselee Vincent,Roselee Vincent (D-Revere),Revere,1586,0.6792291220556745,77954,Todd B. Taylor,Todd B. Taylor (R-Chelsea),Chelsea,749,0.32077087794432546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,No_Incumbent,TRUE,35.845824411134906,FALSE,2012,8.693772418682165,D+9
Legislative,8,State Representative,Nineteenth Suffolk,19th Suffolk,58873,126323,2014-11-04,FALSE,10823,589,20,2,62955,Robert A. DeLeo,Robert A. DeLeo (D-Winthrop),Winthrop,Democratic,62955,Robert A. DeLeo,Robert A. DeLeo (D-Winthrop),Winthrop,Democratic,62955,Robert A. DeLeo,Robert A. DeLeo (D-Winthrop),Winthrop,7330,0.7176424515371059,73740,Paul A. Caruccio,Paul A. Caruccio (R-Winthrop),Winthrop,2884,0.28235754846289407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Dem_Incumbent,TRUE,43.52849030742119,FALSE,2012,9.562973346473536,D+10
Legislative,8,State Representative,Second Worcester,2nd Worcester,58875,126145,2014-11-04,FALSE,12130,433,13,2,74568,Jonathan D. Zlotnik,Jonathan D. Zlotnik (D-Gardner),Gardner,Democratic,74568,Jonathan D. Zlotnik,Jonathan D. Zlotnik (D-Gardner),Gardner,Democratic,74568,Jonathan D. Zlotnik,Jonathan D. Zlotnik (D-Gardner),Gardner,5859,0.5014549811708319,78002,Garret Shetrawski,Garret Shetrawski (R-Winchendon),Winchendon,5825,0.4985450188291681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Dem_Incumbent,TRUE,0.29099623416637965,FALSE,2012,2.4015272958819778,D+2
Legislative,8,State Representative,Fourth Worcester,4th Worcester,58877,126289,2014-11-04,FALSE,12629,540,9,2,62966,Dennis A. Rosa,Dennis A. Rosa (D-Leominster),Leominster,Democratic,62966,Dennis A. Rosa,Dennis A. Rosa (D-Leominster),Leominster,Democratic,62966,Dennis A. Rosa,Dennis A. Rosa (D-Leominster),Leominster,6649,0.5504139072847682,78097,Jacques A. Perrault,Jacques A. Perrault (R-Leominster),Leominster,5431,0.4495860927152318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Dem_Incumbent,TRUE,10.082781456953644,FALSE,2012,1.415749518352194,D+1
Legislative,8,State Representative,Fifth Worcester,5th Worcester,58878,126173,2014-11-04,FALSE,15393,580,14,2,78024,"Donald R. Berthiaume, Jr","Donald R. Berthiaume, Jr (R-Spencer)",Spencer,Republican,NA,NA,NA,NA,NA,78022,Matthew Castriotta,Matthew Castriotta (D-Hubbardston),Hubbardston,6455,0.4361781201432529,78024,"Donald R. Berthiaume, Jr","Donald R. Berthiaume, Jr (R-Spencer)",Spencer,8344,0.563821879856747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,No_Incumbent,FALSE,-12.764375971349413,FALSE,2012,-3.2584959658111923,R+3
Legislative,8,State Representative,Sixth Worcester,6th Worcester,58879,126237,2014-11-04,FALSE,11873,406,11,2,62970,Peter J. Durant,Peter J. Durant (R-Spencer),Spencer,Republican,62970,Peter J. Durant,Peter J. Durant (R-Spencer),Spencer,Republican,73542,Karen A. Spiewak,Karen A. Spiewak (D-Charlton),Charlton,4246,0.3706354748603352,62970,Peter J. Durant,Peter J. Durant (R-Spencer),Spencer,7210,0.6293645251396648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,GOP_Incumbent,FALSE,-25.87290502793296,FALSE,2012,0.9442601998740364,D+1
Legislative,8,State Representative,Seventh Worcester,7th Worcester,58880,126160,2014-11-04,FALSE,14438,737,14,2,62972,Paul K. Frost,Paul K. Frost (R-Auburn),Auburn,Republican,62972,Paul K. Frost,Paul K. Frost (R-Auburn),Auburn,Republican,78012,Terry Burke Dotson,Terry Burke Dotson (D-Millbury),Millbury,3600,0.26302330678746255,62972,Paul K. Frost,Paul K. Frost (R-Auburn),Auburn,10087,0.7369766932125374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,GOP_Incumbent,FALSE,-47.39533864250749,FALSE,2012,-1.4661631697791222,R+1
Legislative,8,State Representative,Eighth Worcester,8th Worcester,58881,126178,2014-11-04,FALSE,14661,865,8,3,62974,Kevin J. Kuros,Kevin J. Kuros (R-Uxbridge),Uxbridge,Republican,62974,Kevin J. Kuros,Kevin J. Kuros (R-Uxbridge),Uxbridge,Republican,78032,Joseph M. Hall,Joseph M. Hall (D-Bellingham),Bellingham,4862,0.352625471424427,62974,Kevin J. Kuros,Kevin J. Kuros (R-Uxbridge),Uxbridge,8331,0.6042210617928634,78151,Joseph F. Guertin,Joseph F. Guertin (Other-Bellingham),Bellingham,595,0.0431534667827096,Pirate,NA,NA,NA,NA,NA,NA,NA,2014,GOP_Incumbent,FALSE,-25.15955903684364,FALSE,2012,-2.784866096830596,R+3
Legislative,8,State Representative,Ninth Worcester,9th Worcester,58882,126274,2014-11-04,FALSE,15065,665,6,2,78082,"David K. Muradian, Jr","David K. Muradian, Jr (R-Grafton)",Grafton,Republican,NA,NA,NA,NA,NA,78080,Martin Green,Martin Green (D-Northbridge),Northbridge,5414,0.3761289426149785,78082,"David K. Muradian, Jr","David K. Muradian, Jr (R-Grafton)",Grafton,8980,0.6238710573850216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,No_Incumbent,FALSE,-24.77421147700431,FALSE,2012,-3.171176517971197,R+3
Legislative,8,State Representative,Tenth Worcester,10th Worcester,58883,126286,2014-11-04,FALSE,15403,659,18,2,62977,John V. Fernandes,John V. Fernandes (D-Milford),Milford,Democratic,62977,John V. Fernandes,John V. Fernandes (D-Milford),Milford,Democratic,62977,John V. Fernandes,John V. Fernandes (D-Milford),Milford,8677,0.589229933451039,78092,"Mark W. Reil, Jr","Mark W. Reil, Jr (R-Mendon)",Mendon,6049,0.41077006654896103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Dem_Incumbent,TRUE,17.8459866902078,FALSE,2012,1.1033341467263091,D+1
Legislative,8,State Representative,Twelfth Worcester,12th Worcester,58885,126183,2014-11-04,FALSE,15778,443,16,2,62982,"Harold P. Naughton, Jr.","Harold P. Naughton, Jr. (D-Clinton)",Clinton,Democratic,62982,"Harold P. Naughton, Jr.","Harold P. Naughton, Jr. (D-Clinton)",Clinton,Democratic,62982,"Harold P. Naughton, Jr.","Harold P. Naughton, Jr. (D-Clinton)",Clinton,8497,0.5546706704092956,78033,Brad P. Wyatt,Brad P. Wyatt (R-Boylston),Boylston,6822,0.4453293295907044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Dem_Incumbent,TRUE,10.93413408185912,FALSE,2012,-0.3798787147778149,EVEN
Legislative,8,State Representative,Thirteenth Worcester,13th Worcester,58886,126336,2014-11-04,FALSE,11722,704,16,2,62988,"John J. Mahoney, Jr.","John J. Mahoney, Jr. (D-Worcester)",Worcester,Democratic,62988,"John J. Mahoney, Jr.","John J. Mahoney, Jr. (D-Worcester)",Worcester,Democratic,62988,"John J. Mahoney, Jr.","John J. Mahoney, Jr. (D-Worcester)",Worcester,7545,0.6857844028358481,78127,Jacqueline Gisela Kostas,Jacqueline Gisela Kostas (R-Worcester),Worcester,3457,0.314215597164152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Dem_Incumbent,TRUE,37.15688056716961,FALSE,2012,12.194630295773036,D+12
Legislative,8,State Representative,Seventeenth Worcester,17th Worcester,58890,126288,2014-11-04,FALSE,9750,406,11,2,78096,Kate D. Campanale,Kate D. Campanale (R-Leicester),Leicester,Republican,NA,NA,NA,NA,NA,63209,Douglas A. Belanger,Douglas A. Belanger (D-Leicester),Leicester,4645,0.49769634629808207,78096,Kate D. Campanale,Kate D. Campanale (R-Leicester),Leicester,4688,0.5023036537019179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,No_Incumbent,FALSE,-0.4607307403835803,FALSE,2012,10.933599377369074,D+11
Legislative,8,State Representative,Eighteenth Worcester,18th Worcester,58891,126252,2014-11-04,FALSE,13774,773,5,2,78070,Joseph D. Mckenna,Joseph D. Mckenna (R-Webster),Webster,Republican,NA,NA,NA,NA,NA,72671,Mark G. Dowgiewicz,Mark G. Dowgiewicz (D-Webster),Webster,5187,0.3991228070175439,78070,Joseph D. Mckenna,Joseph D. Mckenna (R-Webster),Webster,7809,0.6008771929824561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,No_Incumbent,FALSE,-20.175438596491226,FALSE,2012,-5.335794622248546,R+5
Legislative,8,State Representative,Sixth Bristol,6th Bristol,58747,124832,2013-09-10,TRUE,5543,45,26,2,72311,Carole A. Fiola,Carole A. Fiola (D-Fall River),Fall River,Democratic,NA,NA,NA,NA,NA,72311,Carole A. Fiola,Carole A. Fiola (D-Fall River),Fall River,2908,0.5314327485380117,74663,David L. Steinhof,David L. Steinhof (R-Fall River),Fall River,2564,0.4685672514619883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,No_Incumbent,TRUE,6.28654970760234,FALSE,2012,16.300798552278785,D+16
Legislative,8,State Representative,Twelfth Essex,12th Essex,58767,124793,2013-04-02,TRUE,5351,5,8,3,77850,Leah Cole,Leah Cole (R-Peabody),Peabody,Republican,NA,NA,NA,NA,NA,77848,Beverley  A. Griffin Dunne,Beverley  A. Griffin Dunne (D-Peabody),Peabody,1805,0.33814162607718246,77850,Leah Cole,Leah Cole (R-Peabody),Peabody,1878,0.3518171599850131,77849,David C. Gravel,David C. Gravel (U-Peabody),Peabody,1655,0.3100412139378044,Unenrolled,NA,NA,NA,NA,NA,NA,NA,2013,No_Incumbent,FALSE,-1.3675533907830661,FALSE,2012,5.778739126720289,D+6
Legislative,8,State Representative,Twenty-Eighth Middlesex,28th Middlesex,58818,124792,2013-04-02,TRUE,3699,7,90,3,63153,Wayne A. Matewsky,Wayne A. Matewsky (D-Everett),Everett,Democratic,NA,NA,NA,NA,NA,63153,Wayne A. Matewsky,Wayne A. Matewsky (D-Everett),Everett,1256,0.3918876755070203,NA,NA,NA,NA,NA,NA,77852,Rosa Diflorio,Rosa Diflorio (U-Everett),Everett,747,0.23307332293291733,Unenrolled,62839,John F. Hanlon,John F. Hanlon (D-Everett),Everett,1202,0.3750390015600624,Democratic,2013,No_Incumbent,TRUE,1.6848673946957882,FALSE,2012,16.101757780385206,D+16
